Date,Real,ARIMAX_Pred,Error_Abs,Error_Pct
2023-01-11,25541,14832.719083225478,10708.280916774522,41.92584830967668
2023-01-12,24372,14740.057522274292,9631.942477725708,39.520525511758194
2024-01-01,23282,14647.395961323107,8634.604038676893,37.08703736224076
2024-01-02,22885,14607.1068273315,8277.8931726685,36.171698373032555
2024-01-03,24879,14566.817693339892,10312.182306660108,41.4493440518514
2024-01-04,26654,14526.528559348288,12127.471440651712,45.49963022680165
2024-01-05,3168,14486.239425356684,11318.239425356684,357.2676586286832
2024-01-06,29256,14445.950291365074,14810.049708634926,50.62226452226868
2024-01-07,29073,14405.661157373466,14667.338842626534,50.450035574679376
2024-01-08,29827,14365.372023381864,15461.627976618136,51.83769060454667
2024-01-09,31458,14325.082889390254,17132.917110609746,54.46283015642999
2024-01-10,32953,14284.793755398648,18668.20624460135,56.65100672048479
2024-01-11,30455,14244.504621407043,16210.495378592957,53.227697844665755
2024-01-12,29412,14204.215487415435,15207.784512584565,51.70605369435797
2025-01-01,32493,14163.926353423827,18329.073646576173,56.40929937702328
2025-01-02,3211,14163.926353423827,10952.926353423827,341.1063953106144
2025-01-03,34611,14163.926353423827,20447.073646576173,59.07680693009787
2025-01-04,32828,14163.926353423827,18664.073646576173,56.854129543609645
2025-01-05,33423,14163.926353423827,19259.073646576173,57.62221717552636
2025-01-06,36172,14163.926353423827,22008.073646576173,60.84284431763843
2025-01-07,36712,14163.926353423827,22548.073646576173,61.418810325169346
